BIERMANN, PL
SHLYAPNIKOV, A
GUZIY, S
ROSSWOG, S
PIGHTLING, SL
WHITWORTH, AP
FRANCIS, N
ANAGNOSTOPOULOS, K
BIALAS, P
THORLEIFSSON, G
PARKER, L
MALIK, KA
NOZAWA, T
SAKAMOTO, K
SHIRAISHI, K
BOGOSLOVSKY, GY
GOENNER, HF
ESPINOSA, JR
AYALA, A
DOLIVO, JC
TORRES, M
PAWLOWSKI, M
PERRONE, L
TIESI, A
KHLEBNIKOV, S
CHISTYAKOV, MV
ANDRIANOV, AA
SOLDATI, R
TAMBURINI, F
XULU, SS
SHEVCHENKO, NV
AKMAL, A
PANDHARIPANDE, VR
RAVENHALL, DG
BHATTAL, AS
WATKINS, SJ
MACQUART, JP
LEACH, CM
FURTON, DG
RICHTER, MJ
YUAN, W
FIGUERAS, F
GOMEZ, AE
MENNESSIER, MO
DOMINGO, A
MASANA, E
GRENIER, S
BLASI, F
SABAS, V
VERGELY, JL
VALETTE, B
TOMASELLA, L
LI, X
BLOECKER, T
FLEISCHER, AJ
OSTERBART, R
WINTERS, JM
HAN, JL
OMIE, EMB
BEIJING, G
PASSOT, EVT
CONTINI, M
GERBALDI, M
FARAGGIANA, R
BURNAGE, R
DELMAS, F
STEPIEN, K
MAITZEN, HM
RODE, M
PAUNZEN, E
CUNHA, MS
GELBMANN, MJ
LEONE, F
ALECIAN, G
HUBRIG, S
KUNTH, FLD
RAPPAPORT, SA
FANG, T
CASTELLI, F
PISKUNOV, N
DRAKE, SA
STIFT, MJ
HEITER, U
KAMP, I
HOLWEGER, H
BUDAJ, J
VEERMENNERET, CVT
BENTOLILA, C
PISKUNOV, NE
SMALLEY, B
MKRTICHIAN, DE
KUSAKIN, AV
JANIASHVILI, EB
LOMINADZE, JG
KURATOV, K
KORNILOV, VG
DOROKHOV, NI
MUKHAMEDNAZAROV, S
HUIBONHOA, A
WAHLGREN, GM
DOLK, L
RYABCHIKOVA, T
JOMARON, CM
DWORETSKY, MM
BOHLENDER, DA
KUSCHNIG, R
VASILCHENKO, DV
STEPANOV, VV
KHOKHLOVA, VL
TSYMBAL, VV
BAGNULO, S
WADE, GA
DONATI, JF
MATHYS, G
ILIEV, IK
BARZOVA, IS
BICAK, J
CATALANO, FA
HEMPEL, M
ERSPAMER, D
KUENZLI, M
KONG, AKH
MACFARLAND, TJ
KOCHANEK, AJRCS
MARINONI, C
COSTANTINI, B
LOMBARDI, FARJC
EFREMOV, Y
ELMEGREEN, B
RAO, SM
FRIDMAN, AM
PORTER, JM
SCHAFER, G
SAUERBREY, R
GARCIABARRETO, JA
MARTOS, M
FANELLI, MA
OEGERLE, WR
KAPLINGHAT, M
FRANCO, LM
KRON, R
ADELBERGER, E
AUSTIN, S
BALANTEKIN, A
BROWN, L
BUCHMANN, L
CECIL, F
DUBA, C
ELLIOTT, S
FREEDMAN, S
GOULD, C
HEEGER, K
HENLEY, E
JOHNSON, C
KAVANAGH, R
KOONIN, S
MOTOBAYASHI, T
PANDHARIPANDE, V
PARKER, P
ROBERTSON, R
SAWYER, R
SHAVIV, N
SHOPPA, T
SNOVER, K
SWANSON, E
TRIBBLE, R
WILKERSON, J
PERES, CB
JOHNSTONE, RM
NORDBERG, HP
NIARCHOS, PG
MANIMANIS, V
PLANA, CMDOH
RONEN, S
KNEZEK, PM
GRIMSRUD, OM
LOARING, N
ALVES, J
LADA, C
LADA, E
KOTCHOUKHOV, O
GALAZUTDINOV, G
MUSAEV, F
ADELMAN, SJ
MISHRA, A
MISHRA, H
SOKOLOV, NA
ARET, A
SAPAR, A
HAFFNER, LM
REYNOLDS, RJ
TUFTE, SL
ACHTERMANN, JM
TEPLITZ, H
MCLEAN, IS
KIFONIDIS, K
ONEIL, K
ERTAN, U
GALLAGHER, J
MIURA, Y
MIYAUCHI, K
HOSONUMA, M
GOLDBERG, D
DWARAKANATH, KS
WEISTROP, D
NELSON, C
GELDERMAN, RF
MAIN, D
PERRYMAN, M
HOEG, E
LATTANZI, M
MIGNARD, F
DEZEEUW, PT
SIRK, MM
CHERNYSHOVA, IV
ANDRIEVSKY, SM
KOVTYUKH, VV
DIMITRIJEVIC, MS
TANKOSIC, D
DOROKHOVA, TN
SMITH, CA
LANDSTREET, JD
SRINIVASAN, K
CIESLINSKI, D
STEINER, JE
COLLABORATION, TM
GILLILAND, R
WALSH, J
CLOCCHIATTIA, A
POPOVIC, LC
MALANUSHENKO, V
SAVANOV, I
STATEVA, I
ILIEV, I
YUSHCHENKO, AV
GOPKA, VF
MUSAEV, FA
BIKMAEV, IF
ISHIDA, M
ZBORIL, M
MENNESSIER, FFMO
KOKKOTAS, K
SCHUTZ, BF
GONZALEZ, JF
MATTHEWS, JM
ELKIN, VG
GERTH, E
GLAGOLEVSKIJ, YV
HILDEBRANDT, G
LEHMANN, H
SCHOLZ, G
BERGHOEFER, W
ILIJIC, S
ROSANDIC, M
DOMINIS, D
PLANINIC, M
PAVLOVSKI, K
JR, JDDN
XIA, X
FULLER, G
HILL, GM
LUEFTINGER, T
SUBRAHMANYAN, R
SINCLAIR, M
MALANUSHENKO, VP
PAPARO, M
AKAN, MC
PERCY, JR
THOMPSON, S
BURNASHEV, VI
IBANOGLU, C
PEKUNLU, R
DEVLEN, A
OZTURK, A
KOVAL, VA
FREDVIK, T
KJELDSETHMOE, O
WIKSTOL, O
STEMPELS, HC
RYABCHIKOVA, TA
ROMANYUK, II
KUDRYAVTSEV, DO
DOHMPALMER, RC
ZERBI, FM
TSIKLAURI, D
MESSER, B
BRUENN, S
GUIDRY, M
MIRALDAESCUDE, VNJ
ROY, AL
XUE, S
IYOMOTO, N
OKADA, K
PRITCHET, C
MOBASHER, NTB
WHITE, ADSDM
FOLHA, DFM
EMERSON, JP
RAO, R
PLAMBECK, RL
WRIGHT, MCH
TERLEVICH, A
BANNIKOVA, LVVEY
ECK, CR
SWESTY, FD
READ, JCA
KERINS, E
HASSLER, B
RUDNICK, G
VLASYUK, VV
LEMSON, RKSG
ARENDT, RG
MOSELEY, SH
MITCHELL, K
SUN, Y
CRAM, L
HOPKINS, A
MOLLER, CS
NUNEZ, NS
HANNIKAINEN, DC
SEAGER, S
MACHACEK, M
MELLO, DD
HELDMANN, J
SHIMA, E
ANZER, U
LEMKE, D
SCHOENMAKERS, AP
ROETTGERING, HJA
LAAN, HVD
BLANTON, M
WEBSTER, ZT
HARVANEK, M
HUGHES, SM
PROSSER, CF
KORALESKY, B
DIMITROPOULOS, A
BRUNETTI, M
FAFONE, V
FUCITO, F
IGUCHI, H
GRADY, M
PARRY, MF
FRERE, JM
GEVAERT, A
MONDEREN, D
BELL, NF
ALBUQUERQUE, IFM
CAMPBELL, BA
HAMAGUCHI, K
NOMURA, Y
WETTERICH, C
PISANTI, O
PAJARES, C
SOUSA, D
BOLDYREV, S
CHAMBLIN, A
STAUDT, G
SHEN, H
OYAMATSU, K
DIRSCH, B
TOMITA, K
REID, CGTIN
SMEDLEY, SA
DENG, M
NELEMANS, G
WANG, EYM
OLSEN, KAG
REEDMAN, ARW
LU, ZGDDMWT
KIM, SC
ANTIOCHOS, SK
BROWN, MJW
RIESCHICK, A
TABLES, LLSP
DICKOW, R
LIU, CT
ATANIA, MG
INGEGENERIA, IFD
TAJIRI, Y
MCKAY, DJ
STIRLING, AM
BAILYN, JEMCD
ANDREUZZI, G
FERRARA, SMA
CLAES, P
HERAS, A
SALAMA, A
DADINA, M
RISALITI, G
LARA, JF
YOUNG, LM
DALESSIO, P
CALVET, N
LIZANO, S
IDAN, I
J, JGFS
BERTOLA, JCVBF
MOELLER, O
SURACE, C
VREESWIJK, PM
KRUSE, G
OBRIEN, CDGTJ
SCORZA, C
KLOSE, S
POPA, L
SHELTON, RL
COX, DP
PAWL, A
SURACE, JA
KRAMER, C
MILLER, BW
LOTZ, J
WHITMORE, BC
DAI, HY
ELBERT, JW
HUANG, MA
KO, S
LUO, M
SMITH, JD
THOMAS, SB
YOUNGDEE, W
KHOSROSHAHI, HG
AL, EPE
DELGADO, RMG
HECKMAN, T
WILSON, A
KORATKAR, AKA
BARBERA, C
WALTER, F
KERP, J
DURIC, N
ROHM, R
HEMAR, S
BELL, EF
BARBLAN, F
BARTHOLDI, P
BURKI, G
OLSON, EC
KETSARIS, NA
LAMARRE, JM
BERNARD, JP
SERRA, G
PAJOT, F
RISTORCELLI, I
TORRE, JP
CHURCH, S
CORON, N
FIXSEN, D
SHAFER, R
LAMOTHE, J
MOMJIAN, E
VERNER, E
VINKOVIC, D
RAZOUMOV, AO
STANFORD, A
KALINKOV, M
KUNEVA, IVI
BERENTZEN, I
KOTOK, E
NASELSKY, P
DURAND, N
GARNIER, R
MARTHINET, MC
VAUGLIN, I
SIDHARTH, BG
LOPEZ, S
BOCCALETTI, A
RAGAZZONI, R
ISAAC, MCP
CHAN, YD
CLARK, R
DELEPLANQUE, MA
DRAGOWSKY, MR
FALLON, P
GOLDMAN, ID
LARIMER, R
LEE, IY
MACCHIAVELLI, AO
MACLEOD, RW
NISHIIZUMI, K
NORMAN, EB
SCHROEDER, LS
STEPHENS, FS
KIM, DC
KLEIN, JR
MANN, AK
WIEBE, DS
WATSON, WD
CATALAN, MS
ZILLI, D
BORISOV, NV
ESPOSITO, JA
GURZADYAN, V
WEISS, R
BESKIN, VS
MALYSHKIN, LM
TOTTEN, GFLEJ
ROSVICK, J
FRITSCH, C
HAINAUT, OR
BREWER, J
DOUBLIER, V
MAZZALI, P
KOSHUT, T
KIPPEN, M
ROBINSON, C
WILDT, PD
MALOZZI, E
STATHAKIS, R
BEGAM, MC
IANNA, P
HEWETT, P
SUHHONENKO, I
DUPIN, O
SUDHARSANAN, R
REICHE, C
STENSTROM, C
FISHER, S
TELESCO, C
PINA, R
FAZIO, G
GRANOT, J
SARI, TPR
LONSDALE, CJ
ASHBY, MLN
COKER, R
MATSUMOTO, Y
UMURHAN, OM
TAO, L
TAMBLYN, P
S, L
D, D
SAUTY, S
OBRIEN, TIAWPT
LEIGHLY, K
KESSEL, O
YORKE, HW
RICHLING, S
GIAVALISCO, MPMKCCSMDKLAM
KALUZNY, BJMJ
STANEK, DDSKZ
OCONNOR, JA
RAMSEY, LW
AL, FHE
CANNON, DB
HOBBS, IS
LENNON, DL
CAYREL, R
ADDA, M
CAUTAIN, R
PUCACCO, G
ISRAELIAN, G
LOPEZ, RG
BARSHAY, S
KREYERHOFF, G
ASPIN, C
SAZHIN, MV
ZHAROV, VE
VOLYNKIN, AV
KALININA, TA
FRANZ, BA
ODEGARD, NP
MAURO, MPD
SEKII, T
TEAM, TG
MARTIN, JC
MORRISON, HL
KILLEEN, NEB
BATTISTONI, G
CARBONI, M
PATERA, V
STIL, JM
RESSLER, ME
BRUN, AS
BARIENTOS, F
MORSE, JA
MCARTHUR, B
NELAN, E
STORY, D
WHIPPLE, AL
SHELUS, PJ
JEFFERYS, WH
HEMENWAY, PD
FRANZ, OG
WASSERMAN, LH
DUNCOMBE, RL
ALTENA, WV
FREDRICK, LW
GENTRY, RV
BYLEVELD, SE
WELLINGTON, KJ
ARRAS, P
HARZENMOSER, H
RAMACHANDRAN, R
BLAIN, A
MANN, RG
EFSTATHIOU, A
LONGAIR, M
CARPENTER, JM
ISICA, MC
DEGLI, U
DEPAOLA, GO
KOZAMEH, CN
TIGLIO, MH
RICHARDSON, EH
BALBUS, SA
ORSARIA, M
FREYTAG, B
LUDWIG, HG
STEFFEN, M
FULTON, E
ADLER, S
FERRO, AA
YOUNG, AJ
CRAWFORD, F
MOLINARI, S
FISHER, RT
TRUELOVE, JK
BUSARELLO, G
HUANG, YF
KOBAYASHI, C
YAMAOKA, H
WANAJO, S
IWAMOTO, N
QIN, L
SCHMELCHER, P
BECKEN, W
SCHWEIZER, W
RUIZ, JR
TESSERI, RCA
WYSOCKA, JKA
NICHOLSON, PD
BURNS, JA
DAVIES, RI
SUGAI, H
LARWOOD, J
HACKENBERG, W
OTT, T
HOLSTENBERG, HC
RABIEN, S
KASPER, M
BLANCFERAUD, L
MITSOURAS, D
TANCO, GM
ALTON, PB
TREWHELLA, M
DEEG, TNHJ
DOYLE, LR
KOZHEVNIKOV, VP
OETIKER, B
PALAIOLOGOU, E
DUNHAM, EW
JENKINS, JM
NINKOV, Z
STONE, RPS
ZAKHAROVA, PE
CIARDI, AFB
TAMURA, N
SUZUKI, T
RINEHART, SA
HAYWARD, TL
HOUCK, JR
ARABADJIS, JS
JONES, A
BOUCHET, F
LIU, XW
POOLE, GB
MAZZITELLI, G
SHANG, Z
SU, H
LI, Y
LIN, W
BARTON, EJ
WOLOVITZ, JB
LALIENA, V
BLATTNIG, SR
NORBURY, JW
GENTRY, DW
VACARU, SI
MAIA, J
HADAD, M
PERSSON, D
HORVAT, R
PITTAU, R
MUGHAL, MA
FERSTL, A
BALTZ, AJ
GOLDHABER, M
LUKAS, A
OVRUT, BA
WALDRAM, D
GHOSH, A
POLLIFRONE, G
FANTINI, M
ILIADES, C
ENDT, PM
JENNINGS, BK
KARATAGLIDIS, S
SHOPPA, TD
CHAKRAVARTI, S
VIDEIRA, AAP
MOORE, EM
MITCHELL, GF
UYANIKER, B
FUERST, E
MOCHIZUKI, YS
GAJOS, M
JUREK, M
IOKA, K
LOPEZ, A
EICHLER, SLPD
BELOTSKY, KM
KHLOPOV, MY
SAKHAROV, AS
BJORNSSON, C
GHOSH, P
CARIGI, L
PEIMBERT, M
MARSH, KA
ELMEGREEN, DM
YUAN, C
KLARIC, M
MONTENEGRO, L
THOMASSON, M
HAYASHIDA, ACN
KADOTA, K
KAMATA, K
KAWAGUCHI, S
MURAKAMI, K
SHINOZAKI, K
SOUMA, N
TAKEDA, M
TORII, R
BAGGETT, WE
BAGGETT, SM
ANDERSON, KSJ
PRINCE, T
GENDRON, E
NADYOZHIN, DK
PANOV, IV
GIM, M
MOORE, TJT
FUJIYOSHI, T
BALAM, D
FANCHIOTTI, H
CANAL, CAG
CAPPELLARI, M
BUSON, LM
KOSOVICHEV, AG
REITER, J
JR, EJR
BANDYOPADHYAY, RM
MAEHARA, H
S, D
G, F
TIPHENE, D
REVENU, B
FORD, EB
ALBROW, TPCMD
VERMAAK, P
KIENZLE, F
BURNET, M
AL, FBE
SIHVOLA, E
MAJUMDAR, D
STRASSLE, M
WANDELER, U
DAS, TK
MUKHOPADHYAY, B
GUERRIERO, R
KOMMERS, J
REJ, A
OSTGAARD, E
KRUMHOLZ, MR
HARRISON, FA
AL, FAE
CUNHA, M
BOCK, DCJ
TURTLE, AJ
JOHANSSON, S
THORBURN, J
PREMADI, PW
RIGBY, JR
BERSIER, D
PONT, F
FURMAN, I
CHRISTLIEB, N
MCDONALD, P
IGNACE, R
MARSHALL, HL
VIERIA, G
I, P
R, W
L, DC
C, B
M, N
F, OL
E, B
E, D
T, E
D, GM
I, H
R, H
KETTNER, C
CASE, GL
DRAKE, AJ
SCHILD, RE
MALONEY, A
DOHLEN, K
ZAMKOTSIAN, F
MOTTIER, P
BOUWENS, R
BUAT, TBV
CHAPELON, S
THEUREAU, JTEG
BRIDGES, T
IRWIN, J
WHITE, SM
PICHON, B
K, DV
A, LA
MORAWETZ, K
VOGT, M
FUHRMANN, U
LIPAVSKY, P
AGNESE, AG
FESTA, R
TELESCOPE, S
CRUSIUSWATZEL, AR
VEEN, WECJVD
MATTHEWS, HE
MUNO, M
JAMES, DFV
ROSENBAUM, D
SCALISE, RJ
WENTZLER, P
THOMPSON, RI
D, E
H, A
J, CC
X, DF
D, F
A, F
L, PJ
L, SJ
KLEIN, BL
MORRIS, M
BECKLIN, EE
MCHARDY, I
PAPADAKIS, I
UTTLEY, P
SCARDIA, M
VLASOV, GV
QUILLIGAN, F
DEVORE, CR
KLIMCHUK, JA
ROZANSKA, A
SITKO, ML
GRADY, CA
LYNCH, DK
RUSSELL, RW
HANNER, MS
DAVIES, JE
PARADIJS, MVDKJV
MAKITA, M
DICKSON, R
FOSBURY, MVRAE
KAY, ST
OUDMAIJER, R
DREW, J
PENTON, SV
LEE, Y
BRAND, J
CESARONI, R
LEGGETT, SK
ZEZAS, AL
ROBERTS, R
LILLY, S
BOND, D
DUNNE, L
FRUCHTER, DWHAS
TORII, K
TSURU, KHTG
YOSHIDA, KKKAKOM
MATHUR, KIS
HULLEMAN, F
PASCHOS, P
BOUCHET, P
LAINELA, M
STEVENS, JA
ULRICH, MH
SCHWAN, H
DETTBARN, C
LENHARDT, H
TOTTEN, MJIEJ
CHAN, KW
ROELLIG, TL
ONAKA, T
YAMAMURA, I
TANABE, T
METZGER, M
DOUGHERTY, SM
BLOKLAND, AV
KORNREICH, DA
FISCHER, DA
LISSAUER, JJ
PONDER, JM
TRIPICCO, M
CASTI, ARR
MORRISON, PJ
MEADOWS, V
SMITH, MJS
REYNOLDS, AP
POLLOCK, AMT
PEACOCK, A
TAYLOR, BG
WADLEY, L
HRON, J
KERSCHBAUM, F
EHRLICH, R
BOUGHN, S
RAY, RD
RAMSAY, G
TAKEDA, Y
PADILLA, HCL
CONTRERAS, JL
MORALEJO, A
AHARONIAN, F
AKHPERJANIAN, AG
BARRIO, JA
BETETA, JG
CORTINA, J
FONSECA, V
GEBAUER, HJ
GONZALEZ, JC
HEINZELMANN, G
HORNS, D
KORNMAYER, H
MIRZOYAN, R
PRAHL, J
PROSCH, C
ROEHRING, A
SAHAKIAN, V
SCHMELE, D
WILLMER, M
WITTEK, W
KIMBALL, T
MASSO, J
SEIDEL, E
QUERELLA, L
KONTOLEON, N
WILTSHIRE, DL
NICASIO, C
BALAKIN, AB
RAJANTIE, A
KAJANTIE, K
KARJALAINEN, M
PEISA, J
NEERGAARD, G
HALPERIN, I
ZHITNITSKY, A
GREENE, PB
ARKANIHAMED, N
KRASTEV, P
LIBANOV, MV
DUMOIT, J
MONDRAGON, A
NIEMI, AJ
PALO, K
VIRTANEN, S
BYERS, N
SILVA, LO
BINGHAM, R
DAWSON, JM
SHUKLA, PK
TSINTSADZE, NL
MENDONCA, JT
JOHNSON, K
TOLLER, M
PUCHE, D
WONG, T
RAVINDRANATH, S
STRIPE, GM
J, I
DUMONT, AM
TITARCHUK, PLL
BOWEN, MPSLECCSDV
NOVIKOV, D
BURNS, J
MILLER, C
BATUSKI, D
CARLIP, S
SCRANTON, R
BANKS, G
BARNES, DG
BHATAL, R
HAYNES, RF
HENNING, P
KILBORN, V
KNEZEK, P
PRICE, RM
STEWART, I
STOOTMAN, F
VAILE, RA
WRIGHT, AE
PERRIER, C
NAEF, D
PRESTWICH, A
TUCKER, WH
TANANBAUM, H
MACHACEK, ME
DOUCHIN, F
BORYS, C
WATSON, AA
STOCKDALE, CJ
PIERCE, D
SCHWARTZ, DA
YUN, J
NISCO, KRD
HANISCH, R
NIETOSANTISTEBAN, M
SENGUPTA, R
STALLCUP, S
SEERY, BD
WALL, CAJJV
KAWAMURA, JH
MASSON, CR
LEFEBVRE, VA
VISVANATHAN, N
GREENHILL, JG
PRAVDO, SH
GOLAP, K
SHANKAR, NU
SACHDEV, S
DODSON, R
SASTRY, CV
MCCARTHY, PJ
PLANA, H
OLIVEIRA, SR
MIRANDA, OD
OPHER, JCNDAR
LIVERTS, EV
SEIDOV, ZF
WIT, WJD
PIZAGNO, J
JAHANMIRI, M
JOKIPII, JR
WILLIAMS, BF
BURGE, J
YUN, M
SKJAERAASEN, O
PASCHOS, EA
ZUREK, DR
KONAR, S
SANDQUIST, E
CIVELEK, R
LARSON, RB
PAPADEROS, P
FERGUSON, A
HUNTER, D
SIESS, L
STUTZ, A
G, G
F, H
D, L
IGUCHI, O
TATEKAWA, T
KORIBALSKI, BS
MORETTI, A
CRAWFORD, HJ
MALYSHKIN, L
EYER, L
TAVECCHIO, F
ZHANG, YH
XUE, Y
KIM, S
LEE, CLHK
THIEBAUT, CPE
MACNEICE, PJ
SPICER, DS
KLIMCHUK, A
CONTALDI, C
THIELEMANN, WRHF
EDWARDS, S
HINKLE, KH
STROM, SE
GREIVELDINGER, C
LACEY, AJBCG
PAUL, J
RIJCKE, SD
GREAVES, JS
HOLLAND, WS
MORIARTYSCHIEVEN, G
DENT, WRF
ZUCKERMAN, B
MCCARTHY, C
WEBB, RA
WALKER, HJ
THEILER, J
BLOCH, J
PANFEROV, AA
FABRIKA, SN
TOMOV, T
CRAM, LE
KOHNO, K
KAWABE, R
VILAVILARO, B
NIO, T
INDRANI, C
BOCHKAREV, NG
CHENG, FZ
GIANNUZZO, E
HUNLEY, J
MALKOV, YF
NELSON, B
PETERS, J
PRONIK, VI
SERGEEV, SG
SERGEEVA, EA
SHAPOVALOVA, AI
TOKARZ, S
WEI, JY
XUE, SJ
STEIN, ML
KHOPERSKOV, AV
KHRAPOV, SS
MUSTSEVAYA, JV
MUSTSEVOY, VV
BEZBORODOV, CM
MBONYE, M
PERRY, MJ
FENDER, R
SPENCER, R
TZIOUMIS, T
JOHNSTON, H
NOBUTA, K
HANAWA, T
WIDMANN, H
RICHTER, P
GOELZ, M
GRINGEL, W
HEITHAUSEN, A
OHL, RG
STASSUN, KG
WOOD, K
BARROW, J
WELLER, J
BENOIT, A
GAERTNER, S
MARCILLAC, PD
LEFLOCH, B
SIRBI, A
XU, J
BLAKE, C
ECONOMOU, F
ENGEL, R
TREU, T
BLACKER, BS
DEMELLO, DF
SUTHERLAND, MPW
ELIZONDO, D
PADGETT, DL
HANCOCK, T
BRUNDAGE, M
CHANG, K
BARBOSA, ABD
COLGATE, SA
BAAS, F
SAUNDERS, WJ
ODONOGHUE, AA
BALONEK, TJ
TEPLITZ, HI
HORNE, KD
GOMER, R
CAMPBELL, R
REDMAN, RO
FOSTER, G
WILMAN, RJ
BERGER, JP
COLAVITA, MM
KORESKO, CD
BEICHMAN, C
OBSERVATORY, K
GOTTESMAN, ST
AL, SDBE
EFRON, B
SUN, M
WANG, Z
KNEBE, A
TOPORENSKY, AV
RITTER, LA
WEBB, TMA
CHAE, K
KHERSONSKY, VK
GREGORINI, L
ZOENNCHEN, J
LYNDENBELL, RM
ALBERGHI, GL
CASADIO, R
BORDE, A
LAING, PA
LIU, AS
NIETO, MM
ESCHRICH, N
GAUL, M
ZHANG, X
ARGYRES, PC
BAILIN, D
KRANIOTIS, GV
LOVE, A
BLASIO, FVD
ELGAROY, O
MIYAWAKI, K
PERAULT, M
ABERGEL, A
BERNARD, J
FAN, JH
ADAM, G
CAO, SL
LIN, RG
QIN, YP
BAI, JM
LI, KH
CAPALBI, M
YAMAUCHI, M
LEAMON, RJ
MATTHAEUS, WH
SMITH, CW
WONG, HK
GARCIA, E
PUIMEDON, J
SALINAS, A
SARSA, ML
LOCKETT, P
GAUTHIER, E
WEN, SL
MCLURE, RJ
SEITZ, T
THOMMES, E
LARSEN, S
BORNE, KD
BUSHOUSE, H
TAYLOR, K
PECONTAL, A
MAT, GG
LATEX, A
IN, TBP
LAGACHE, G
DOLE, H
DESERT, F
MOORWOOD, A
SETHI, S
FERRERASE, L
DALAL, N
RICHBERG, K
SNELLEN, I
FOURNON, IP
LEWIS, G
KELLER, SC
WOOD, PR
SADLER, E
VERGANI, D
METZGER, JPBMR
DRIEBE, T
ENGEL, A
CARR, M
ROCKOSI, C
PAPADAKIS, IE
GLIOZZI, M
SCALTRITI, F
GEER, SH
CARIGI, MPL
JEFFRIES, RD
JAMES, DJ
SPEZIALI, R
HANSKI, MO
COURVOISIER, TJ
LIGHTFOOT, JF
CUNNINGHAM, CR
LAIDLAW, K
GRIFFIN, MJ
DUNCAN, WD
MURPHY, JA
NAYLOR, DA
FERRARIO, L
GUINAN, EF
DEWARF, LE
MALONEY, FP
MAURONE, PA
RIBAS, I
GIMENEZ, A
BRADSTREET, DH
KRUGER, H
GRUN, E
BAGUHL, M
DERMOTT, S
CELERIER, MN
SWISDAK, M
ZWEIBEL, E
POTSDAM, AKAI
MICHAEL, E
BORKOWSKI, K
CHEVALIER, R
FILLIPPENKO, A
SCHMIDT, B
WOODS, P
THOMPSON, C
DUNCAN, RS
PASCARELLE, S
PETRY, C
MERLUZZI, P
MICKAELIAN, AM
LEAHY, DMSDA
KLAAS, U
LAUREIJS, RJ
COLLINS, TJB
BJORKMAN, JE
CRIDER, AW
SERABYN, E
DOWELL, CD
TOLLEY, CGTAJ
AGAFONOVA, II
SALVO, TD
ROBBA, N
BENSON, AJ
SAIZ, A
IP, WH
AXFORD, WI
BONAMENTE, M
JOHNSON, JA
FULLTON, LK
PIER, J
WATSON, JK
CLARKE, TE
BURNS, CR
ATTARD, A
JI, L
LI, WD
MARCELIN, M
BELSOLE, E
PIERINI, D
TEESELING, AV
SOBCZAK, GJ
MULLER, KR
BRYDEN, G
PANDEY, US
TRAVAGLIO, C
GALLINO, R
SALAMANCA, I
LINGENFELTER, R
LUGARO, M
AMARI, S
ZINNER, E
ZITA, EJ
PEELE, JPFAG
THACKER, RJ
TITTLEY, ER
ARLANDINI, C
KAEPPELER, F
WISSHAK, K
ACEVES, H
MURPHY, EM
OMUKAI, K
WEICHHOLD, M
DENDY, JRK
KHOKHLOV, DL
LAROSA, TN
MAGNANI, L
WILLIAMS, JP
ROBERTIS, MMD
HUANG, LH
AYVAZYAN, VT
VIEIRA, WM
LETELIER, PS
GROSSI, M
KHLOPOV, M
INI, TWIDT
GIOIA, I
WILLOTT, C
GLUCK, M
KRETZER, S
REYA, E
MCLEOD, K
MCDOWELL, J
LONSDALE, C
GELLER, RM
SAULT, RJ
EKERS, R
DESAI, K
MEYERHOFMEISTER, E
MEYER, F
PIERSIMONI, A
GLADWIN, PP
KITSIONAS, S
NGUEZ, ID
WHEELER, OSC
THIELEMANN, F
V, JCL
H, US
HALL, D
RICHER, MG
MCCALL, ML
ZUREK, D
MCLEAN, B
VRIELMANN, S
SAXTON, R
HASTINGS, NC
LAWSON, AJ
TRIPATHY, HMASC
MASON, K
DIEBALL, A
JAMES, CH
POTTER, SB
HAMILTON, DP
BROWN, R
PERCIVAL, WJ
SARGENT, A
MOISEEV, A
GOLDEN, R
FABIAN, A
TRIFOGLIO, M
ZHANG, N
GATTI, AA
LYNASGRAY, AE
RINES, K
POGORELOV, NV
WAGENHUBER, J
LUGGER, PN
WEBSTER, AM
DAMINELI, A
FIUME, PSDD
SMITH, VV
KLEMOLA, A
SIENKIEWICZ, R
SARZI, M
CINZANO, P
STEINBERGER, JK
DAHLEN, T
SCHUECKER, P
CRUDDACE, R
MACGILLIVRAY, HT
ANDRONOV, N
DIETERS, SW
SALIM, S
LOTZ, JM
VITON, M
RAFERT, RJNJB
OUTRAM, PJ
JEHIN, E
NEUFORGE, C
NOELS, A
PARMENTIER, G
THOUL, A
DRORY, N
GREELEY, BW
MITMAN, KE
DELGATY, MSR
ROSQUIST, K
ELLMAN, R
SOPUERTA, C
COLLABORATION, FTA
CHIU, T
ROSZKOWSKI, L
WONG, YYY
OAKNIN, DH
BOLZ, M
BUCHMULLER, W
PLUMACHER, M
WICK, SD
DIENES, KR
DUDAS, E
KOLOKOLOV, IV
VOROBEV, PV
IANOVSKI, VV
COLLADAY, D
KOSTELECKY, A
ELZE, HT
HAMA, Y
MAKLER, M
RAFELSKI, J
PARRY, M
ZHELTUKHIN, AA
ROMEO, A
BARRIGA, J
SVOZIL, K
HAKIOGLU, T
GERARDY, CL
MCLIN, KM
SEBO, KM
TURNER, AM
PETTININI, M
PAPALOIZOU, J
NELSON, R
MIGNANI, R
GOLDADER, JD
LOPEZ, B
CRUZALEBES, P
HANIFF, CA
BECKER, R
TORRESPEIMBERT, S
GHISELLINI, GBG
GRAPS, A
HECK, A
LAMMERS, S
INOUE, KT
KWON, HBAKH
SALVERDA, JM
EBERL, T
KUNDT, W
STAUDE, A
HEERLEIN, C
BARBER, AJ
DEY, M
DEY, J
RAY, S
SAMANTA, BC
BERNARDI, M
WADSLEY, J
GELINO, C
